,Station,gantry,Latitude,Longitude,Equipment Lane Count,Lane Count,Billing Month,Electricity Consumption (kWh),Feeder Line Category,Power Outage Group,Billing Period (Start),Billing Period (End),Lighting Usage Category,Number of Usage Days Last Year (Second Half),Billed kWh - Regular (Peak),Number of Usage Days Same Period Last Year,Average Electricity Consumption,Electricity Usage Same Period Last Year,Electricity Usage Last Year (Second Half),Number of Usage Days This Period
907,新市,白河作業室,,,,,06,1316,VB24,H,2024-03-26,2024-05-26,G08,61,1316,60,無,1182,1406,62
908,新市,白河作業室,,,,,08,1522,VB24,H,2024-05-27,2024-07-28,G08,60,1522,61,無,1406,1434,63
909,新市,白河作業室,,,,,10,1348,VB24,H,2024-07-29,2024-09-25,G08,62,1348,60,無,1434,1381,59
910,新市,白河作業室,,,,,12,1311,VB24,H,2024-09-26,2024-11-26,G08,62,1311,62,無,1381,1076,62
911,新市,03F-310.1N,23.361253,120.436356,4.0,3.0,07,3448,VB21,H,2024-04-26,2024-06-25,G08,64,3448,57,1304,3122,3282,61
912,新市,03F-310.1N,23.361253,120.436356,4.0,3.0,09,3448,VB21,H,2024-06-26,2024-08-27,G08,61,3448,64,1444,3282,3129,63
913,新市,03F-310.1N,23.361253,120.436356,4.0,3.0,11,3448,VB24,H,2024-08-28,2024-10-28,G08,63,3448,61,1416,3129,2961,62
914,新市,03F-310.1N,23.361253,120.436356,4.0,3.0,01,1540,VB24,H,2024-10-29,2024-12-25,G08,59,1540,63,1079,2961,2652,58
915,后里,01F-112.3N,24.67931667,120.9042667,4.0,3.0,06,3245,UU32,E,2024-04-01,2024-05-29,G08,59,3245,61,1619,3137,3381,59
916,后里,01F-112.3N,24.67931667,120.9042667,4.0,3.0,08,3889,UU32,E,2024-05-30,2024-08-04,G08,61,3889,59,2234,3381,3356,67
917,后里,01F-112.3N,24.67931667,120.9042667,4.0,3.0,10,3266,UU32,E,2024-08-05,2024-10-02,G08,63,3266,61,2038,3356,3360,59
918,后里,01F-112.3N,24.67931667,120.9042667,4.0,3.0,12,3298,UU32,E,2024-10-03,2024-12-03,G08,62,3298,63,1658,3360,3277,62
919,后里,03F-116.1N,24.698006,120.860086,4.0,3.0,05,3299,UI04,A,2024-03-08,2024-05-09,G08,58,3299,60,2781,3099,3129,63
920,后里,03F-116.1N,24.698006,120.860086,4.0,3.0,07,3255,UI04,A,2024-05-10,2024-07-08,G08,62,3255,58,2352,3129,3419,60
921,后里,03F-116.1N,24.698006,120.860086,4.0,3.0,09,3469,UI04,A,2024-07-09,2024-09-09,G08,59,3469,62,2632,3419,3169,63
922,后里,03F-116.1N,24.698006,120.860086,4.0,3.0,11,3310,UI04,A,2024-09-10,2024-11-10,G08,66,3310,59,2177,3169,3413,62
923,后里,03F-112.8S,24.711383,120.889639,4.0,3.0,05,3223,UU30,D,2024-03-13,2024-05-14,G08,60,3223,58,1840,3003,3062,63
924,后里,03F-112.8S,24.711383,120.889639,4.0,3.0,07,3177,UU30,D,2024-05-15,2024-07-11,G08,60,3177,60,2010,3062,3311,58
925,后里,03F-112.8S,24.711383,120.889639,4.0,3.0,09,3460,UU30,D,2024-07-12,2024-09-12,G08,61,3460,60,2420,3311,3180,63
926,后里,03F-112.8S,24.711383,120.889639,4.0,3.0,11,3247,UU30,D,2024-09-13,2024-11-13,G08,64,3247,61,2042,3180,3212,62
927,后里,造橋作業室,,,,,05,794,UP29,E,2024-04-17,2024-05-19, ,28,794,28,無,628,787,33
928,后里,造橋作業室,,,,,06,891,UP29,E,2024-05-20,2024-06-17, ,30,891,28,無,787,946,29
929,后里,造橋作業室,,,,,07,1194,UP29,E,2024-06-18,2024-07-16, ,29,1194,30,無,946,954,29
930,后里,造橋作業室,,,,,08,1390,UP29,E,2024-07-17,2024-08-18, ,33,1390,29,無,954,1003,33
931,后里,造橋作業室,,,,,09,1242,UP29,E,2024-08-19,2024-09-18, ,33,1242,33,無,1003,926,31
932,后里,造橋作業室,,,,,10,962,UP29,E,2024-09-19,2024-10-17, ,28,962,33,無,926,625,29
933,后里,造橋作業室,,,,,11,808,UP29,E,2024-10-18,2024-11-18, ,30,808,28,無,625,592,32
934,后里,造橋作業室,,,,,12,564,UP29,E,2024-11-19,2024-12-17, ,34,564,30,無,592,573,29
935,后里,01F-129.2S,24.550442,120.838925,4.0,3.0,06,3360,UO21,D,2024-04-11,2024-06-11,G08,61,3360,56,930,3096,2998,62
936,后里,01F-129.2S,24.550442,120.838925,4.0,3.0,08,3180,UO21,D,2024-06-12,2024-08-12,G08,60,3180,61,1291,2998,3315,62
937,后里,01F-129.2S,24.550442,120.838925,4.0,3.0,10,3134,UO21,D,2024-08-13,2024-10-13,G08,62,3134,60,1240,3315,3230,62
938,后里,01F-129.2S,24.550442,120.838925,4.0,3.0,12,3685,UO21,D,2024-10-14,2024-12-11,G08,62,3685,62,1279,3230,3244,59
939,后里,01F-138.9S,24.485919,120.781903,4.0,3.0,05,3438,UH25,H,2024-03-06,2024-05-07,G08,60,3438,58,1458,3078,3218,63
940,后里,01F-138.9S,24.485919,120.781903,4.0,3.0,07,3231,UH25,H,2024-05-08,2024-07-04,G08,60,3231,60,1434,3218,3350,58
941,后里,01F-138.9S,24.485919,120.781903,4.0,3.0,09,3640,UH25,H,2024-07-05,2024-09-05,G08,61,3640,60,1715,3350,3459,63
942,后里,01F-138.9S,24.485919,120.781903,4.0,3.0,11,3468,UH25,H,2024-09-06,2024-11-06,G08,64,3468,61,1428,3459,3418,62
943,后里,03F-133.2N,24.579642,120.764417,4.0,3.0,06,3160,UD30,H,2024-04-03,2024-06-04,G08,61,3160,56,1378,2816,3276,63
944,后里,03F-133.2N,24.579642,120.764417,4.0,3.0,08,3252,UD30,H,2024-06-05,2024-08-06,G08,62,3252,61,1721,3276,3212,63
945,后里,03F-133.2N,24.579642,120.764417,4.0,3.0,10,2994,UD30,H,2024-08-07,2024-10-06,G08,60,2994,62,1615,3212,2972,61
946,后里,03F-133.2N,24.579642,120.764417,4.0,3.0,12,3038,UD30,H,2024-10-07,2024-12-05,G08,62,3038,60,1303,2972,2959,60
947,后里,01F-146.5N,24.420514,120.775731,4.0,3.0,06,3297,UF27,B,2024-03-26,2024-05-26,G08,61,3297,60,2300,3137,3180,62
948,后里,01F-146.5N,24.420514,120.775731,4.0,3.0,08,3726,UF27,B,2024-05-27,2024-07-28,G08,60,3726,61,3328,3180,3335,63
949,后里,01F-146.5N,24.420514,120.775731,4.0,3.0,10,3239,UF27,B,2024-07-29,2024-09-25,G08,62,3239,60,3324,3335,3347,59
950,后里,01F-146.5N,24.420514,120.775731,4.0,3.0,12,3325,UF27,B,2024-09-26,2024-11-26,G08,62,3325,62,2482,3347,3269,62
951,后里,03F-125.7N,24.627161,120.814006,4.0,3.0,06,3349,UD25,H,2024-04-10,2024-06-10,G08,59,3349,56,1497,2876,3246,62
952,后里,03F-125.7N,24.627161,120.814006,4.0,3.0,08,3524,UD25,H,2024-06-11,2024-08-11,G08,62,3524,59,1881,3246,3232,62
953,后里,03F-125.7N,24.627161,120.814006,4.0,3.0,10,3224,UD25,H,2024-08-12,2024-10-10,G08,62,3224,62,1632,3232,3318,60
954,后里,03F-125.7N,24.627161,120.814006,4.0,3.0,12,3100,UD25,H,2024-10-11,2024-12-10,G08,62,3100,62,1466,3318,3216,61
955,后里,後龍作業室,,,,,05,1003,UQ25,B,2024-04-10,2024-05-12, ,28,1003,28,無,793,944,33
956,后里,後龍作業室,,,,,06,927,UQ25,B,2024-05-13,2024-06-10, ,30,927,28,無,944,1264,29
957,后里,後龍作業室,,,,,07,1291,UQ25,B,2024-06-11,2024-07-09, ,29,1291,30,無,1264,1274,29
958,后里,後龍作業室,,,,,08,1512,UQ25,B,2024-07-10,2024-08-11, ,33,1512,29,無,1274,1338,33
959,后里,後龍作業室,,,,,09,1205,UQ25,B,2024-08-12,2024-09-10, ,29,1205,33,無,1338,1113,30
960,后里,後龍作業室,,,,,10,1086,UQ25,B,2024-09-11,2024-10-10, ,32,1086,29,無,1113,907,30
961,后里,後龍作業室,,,,,11,967,UQ25,B,2024-10-11,2024-11-11, ,30,967,32,無,907,730,32
962,后里,後龍作業室,,,,,12,710,UQ25,B,2024-11-12,2024-12-10, ,34,710,30,無,730,734,29
963,后里,03F-121.5N,24.655964,120.838242,4.0,3.0,06,3117,UQ25,B,2024-04-10,2024-06-10,G08,59,3117,56,1564,2903,3162,62
964,后里,03F-121.5N,24.655964,120.838242,4.0,3.0,08,3478,UQ25,B,2024-06-11,2024-08-11,G08,62,3478,59,1835,3162,3304,62
965,后里,03F-121.5N,24.655964,120.838242,4.0,3.0,10,3357,UQ25,B,2024-08-12,2024-10-10,G08,62,3357,62,1764,3304,3199,60
966,后里,03F-121.5N,24.655964,120.838242,4.0,3.0,12,3300,UQ25,B,2024-10-11,2024-12-10,G08,62,3300,62,1571,3199,3225,61
967,后里,03F-139.5S,24.531125,120.733253,4.0,3.0,06,3645,UB33,H,2024-03-25,2024-05-23,G08,59,3645,60,3645,3245,3359,60
968,后里,03F-139.5S,24.531125,120.733253,4.0,3.0,08,3729,UB33,H,2024-05-24,2024-07-25,G08,62,3729,59,3729,3359,3557,63
969,后里,03F-139.5S,24.531125,120.733253,4.0,3.0,10,3414,UB33,H,2024-07-26,2024-09-24,G08,62,3414,62,3414,3557,3466,61
970,后里,03F-139.5S,24.531125,120.733253,4.0,3.0,12,3218,UB33,H,2024-09-25,2024-11-25,G08,62,3218,62,3218,3466,3402,62
971,后里,03F-148.5S,24.467308,120.681217,4.0,3.0,05,3458,UB31,H,2024-02-27,2024-05-02,G08,61,3458,56,6167,2960,3460,66
972,后里,03F-148.5S,24.467308,120.681217,4.0,3.0,07,3240,UB31,H,2024-05-03,2024-07-01,G08,62,3240,61,7197,3460,3338,60
973,后里,03F-148.5S,24.467308,120.681217,4.0,3.0,09,3371,UB31,H,2024-07-02,2024-09-02,G08,59,3371,62,7814,3338,3119,63
974,后里,03F-148.5S,24.467308,120.681217,4.0,3.0,11,3315,UB31,H,2024-09-03,2024-11-03,G08,63,3315,59,7490,3119,3247,62
975,后里,03F-148.5S,24.467308,120.681217,4.0,3.0,01,2969,UB31,H,2024-11-04,2024-12-29,G08,61,2969,63,6068,3247,3159,56
976,后里,大甲作業室,,,,,05,1080,UE24,F,2024-04-03,2024-05-07, ,28,1080,28,無,920,1000,35
977,后里,大甲作業室,,,,,06,880,UE24,F,2024-05-08,2024-06-04, ,32,880,28,無,1000,1400,28
978,后里,大甲作業室,,,,,07,1440,UE24,F,2024-06-05,2024-07-04, ,29,1440,32,無,1400,1320,30
979,后里,大甲作業室,,,,,08,1600,UE24,F,2024-07-05,2024-08-06, ,31,1600,29,無,1320,1400,33
980,后里,大甲作業室,,,,,09,1320,UE24,F,2024-08-07,2024-09-05, ,31,1320,31,無,1400,1120,30
981,后里,大甲作業室,,,,,10,1200,UE24,F,2024-09-06,2024-10-06, ,30,1200,31,無,1120,920,31
982,后里,大甲作業室,,,,,11,880,UE24,F,2024-10-07,2024-11-06, ,30,880,30,無,920,760,31
983,后里,大甲作業室,,,,,12,600,UE24,F,2024-11-07,2024-12-05, ,34,600,30,無,760,760,29
