,Station,gantry,Latitude,Longitude,Equipment Lane Count,Lane Count,Billing Month,Electricity Consumption (kWh),Feeder Line Category,Power Outage Group,Billing Period (Start),Billing Period (End),Lighting Usage Category,Number of Usage Days Last Year (Second Half),Billed kWh - Regular (Peak),Number of Usage Days Same Period Last Year,Average Electricity Consumption,Electricity Usage Same Period Last Year,Electricity Usage Last Year (Second Half),Number of Usage Days This Period
354,楊梅,03F-096.1SN,24.758442,121.030425,4.0,3.0,01,3039,FF29,H,2024-11-04,2024-12-29,B21,61,3039,63,1397,3606,3258,56
355,楊梅,03F-102.2N,24.757914,120.972267,4.0,3.0,07,3214,FX07,D,2024-04-24,2024-06-23,B21,64,3214,59,4337,3120,3496,61
356,楊梅,03F-102.2N,24.757914,120.972267,4.0,3.0,09,3636,FX07,D,2024-06-24,2024-08-25,B21,59,3636,64,6418,3496,3129,63
357,楊梅,03F-102.2N,24.757914,120.972267,4.0,3.0,11,3232,FX07,D,2024-08-26,2024-10-24,B21,63,3232,59,5457,3129,3285,60
358,楊梅,03F-102.2N,24.757914,120.972267,4.0,3.0,01,3109,FX07,D,2024-10-25,2024-12-23,B21,61,3109,63,3830,3285,3218,60
359,后里,01F-104.5N,24.727131,120.951897,4.0,3.0,07,3477,F303,H,2024-04-25,2024-06-24,B21,64,3477,57,3237,3410,3651,61
360,后里,01F-104.5N,24.727131,120.951897,4.0,3.0,09,3816,F303,H,2024-06-25,2024-08-26,B21,61,3816,64,4520,3651,3404,63
361,后里,01F-104.5N,24.727131,120.951897,4.0,3.0,11,3592,F303,H,2024-08-27,2024-10-27,B21,63,3592,61,3771,3404,3505,62
362,后里,01F-104.5N,24.727131,120.951897,4.0,3.0,01,3491,F303,H,2024-10-28,2024-12-24,B21,59,3491,63,2750,3505,3422,58
363,楊梅,01F-098.0S,24.763586,120.998861,4.0,3.0,06,2352,FC17,H,2024-03-21,2024-05-21,B21,61,2352,58,2681,2166,2148,62
364,楊梅,01F-098.0S,24.763586,120.998861,4.0,3.0,08,2464,FC17,H,2024-05-22,2024-07-23,B21,62,2464,61,3401,2148,2293,63
365,楊梅,01F-098.0S,24.763586,120.998861,4.0,3.0,10,2401,FC17,H,2024-07-24,2024-09-22,B21,62,2401,62,3497,2293,2293,61
366,楊梅,01F-098.0S,24.763586,120.998861,4.0,3.0,12,2354,FC17,H,2024-09-23,2024-11-21,B21,60,2354,62,2606,2293,2085,60
367,楊梅,01F-097.9N,24.764414,120.999897,5.0,4.0,06,2669,FC17,H,2024-03-21,2024-05-21,B21,61,2669,58,2681,2548,2579,62
368,楊梅,01F-097.9N,24.764414,120.999897,5.0,4.0,08,2717,FC17,H,2024-05-22,2024-07-23,B21,62,2717,61,3401,2579,2741,63
369,楊梅,01F-097.9N,24.764414,120.999897,5.0,4.0,10,2651,FC17,H,2024-07-24,2024-09-22,B21,62,2651,62,3497,2741,2686,61
370,楊梅,01F-097.9N,24.764414,120.999897,5.0,4.0,12,2622,FC17,H,2024-09-23,2024-11-21,B21,60,2622,62,2606,2686,2387,60
371,楊梅,03F-099.6SN,24.755811,120.997269,4.0,4.0,06,3903,F301,H,2024-03-22,2024-05-22,B21,59,3903,60,2200,3624,3556,62
372,楊梅,03F-099.6SN,24.755811,120.997269,4.0,4.0,08,3964,F311,H,2024-05-23,2024-07-24,B21,62,3964,59,2802,3556,3660,63
373,楊梅,03F-099.6SN,24.755811,120.997269,4.0,4.0,10,4016,F311,H,2024-07-25,2024-09-23,B21,62,4016,62,2958,3660,3838,61
374,楊梅,03F-099.6SN,24.755811,120.997269,4.0,4.0,12,3688,F311,H,2024-09-24,2024-11-24,B21,62,3688,62,2190,3838,3522,62
375,員林,01F-183.9SN,24.130767,120.617247,4.0,3.0,06,3635,G934,D,2024-04-12,2024-06-12,B21,61,3635,56,2509,3290,3582,62
376,員林,01F-183.9SN,24.130767,120.617247,4.0,3.0,08,3840,G934,D,2024-06-13,2024-08-13,B21,64,3840,61,3242,3582,3680,62
377,員林,01F-183.9SN,24.130767,120.617247,4.0,3.0,10,3785,G934,D,2024-08-14,2024-10-14,B21,58,3785,64,2967,3680,3357,62
378,員林,01F-183.9SN,24.130767,120.617247,4.0,3.0,12,3482,G934,D,2024-10-15,2024-12-12,B21,69,3482,58,2274,3357,3499,59
379,后里,03F-186.0N,24.177831,120.548244,4.0,3.0,05,3586,GX35,D,2024-03-04,2024-05-05,G08,57,3586,60,2440,2977,3347,63
380,后里,03F-186.0N,24.177831,120.548244,4.0,3.0,07,3200,GX35,D,2024-05-06,2024-07-02,G08,62,3200,57,2614,3347,3462,58
381,后里,03F-186.0N,24.177831,120.548244,4.0,3.0,09,3817,GX35,D,2024-07-03,2024-09-03,G08,59,3817,62,3078,3462,3260,63
382,后里,03F-186.0N,24.177831,120.548244,4.0,3.0,11,3313,GX35,D,2024-09-04,2024-11-04,G08,67,3313,59,2660,3260,3346,62
383,后里,03F-177.9N,24.234647,120.593306,4.0,3.0,05,3480,GM26,H,2024-03-13,2024-05-14,B21,60,3480,58,2773,3073,3319,63
384,后里,03F-177.9N,24.234647,120.593306,4.0,3.0,07,3182,GM26,H,2024-05-15,2024-07-11,B21,60,3182,60,3068,3319,3319,58
385,后里,03F-177.9N,24.234647,120.593306,4.0,3.0,09,3527,GM26,H,2024-07-12,2024-09-12,B21,61,3527,60,3313,3319,3205,63
386,后里,03F-177.9N,24.234647,120.593306,4.0,3.0,11,3371,GM26,H,2024-09-13,2024-11-13,B21,64,3371,61,2816,3205,3361,62
387,員林,01F-180.2SN,24.163706,120.621933,4.0,3.0,05,3521,HT31,C,2024-03-18,2024-05-19,B13,58,3521,60,3400,3312,3263,63
388,員林,01F-180.2SN,24.163706,120.621933,4.0,3.0,07,3565,HT31,C,2024-05-20,2024-07-16,B13,62,3565,58,4097,3263,3465,58
389,員林,01F-180.2SN,24.163706,120.621933,4.0,3.0,09,3900,HT31,C,2024-07-17,2024-09-18,B13,61,3900,62,4737,3465,3250,64
390,員林,01F-180.2SN,24.163706,120.621933,4.0,3.0,11,3591,HK28,C,2024-09-19,2024-11-18,B13,64,3591,61,4158,3250,3536,61
391,后里,03F-165.1S,24.334719,120.635578,4.0,3.0,06,3345,G737,H,2024-04-15,2024-06-13,B21,61,3345,56,2314,2982,3344,60
392,后里,03F-165.1S,24.334719,120.635578,4.0,3.0,08,3615,G737,H,2024-06-14,2024-08-14,B21,64,3615,61,3173,3344,3225,62
393,后里,03F-165.1S,24.334719,120.635578,4.0,3.0,10,3440,G737,H,2024-08-15,2024-10-15,B21,60,3440,64,2927,3225,3240,62
394,后里,03F-165.1S,24.334719,120.635578,4.0,3.0,12,3174,G737,H,2024-10-16,2024-12-15,B21,67,3174,60,2682,3240,3656,61
395,后里,03F-163.3N,24.341119,120.651567,4.0,3.0,06,3313,G728,E,2024-04-16,2024-06-16,B21,59,3313,56,2704,3314,3343,62
396,后里,03F-163.3N,24.341119,120.651567,4.0,3.0,08,3505,G728,E,2024-06-17,2024-08-15,B21,64,3505,59,2943,3343,3623,60
397,后里,03F-163.3N,24.341119,120.651567,4.0,3.0,10,3364,G728,E,2024-08-16,2024-10-16,B21,60,3364,64,2876,3623,3188,62
398,后里,03F-163.3N,24.341119,120.651567,4.0,3.0,12,3196,G728,E,2024-10-17,2024-12-16,B21,67,3196,60,2792,3188,3480,61
399,后里,01F-162.1N,24.301186,120.697325,4.0,3.0,05,3383,3C22,E,2024-03-18,2024-05-19,D12,58,3383,60,2552,3414,3380,63
400,后里,01F-162.1N,24.301186,120.697325,4.0,3.0,07,3440,3C22,E,2024-05-20,2024-07-16,D12,62,3440,58,2856,3380,3478,58
401,后里,01F-162.1N,24.301186,120.697325,4.0,3.0,09,3632,3C22,E,2024-07-17,2024-09-18,D12,61,3632,62,3214,3478,4214,64
402,后里,01F-162.1N,24.301186,120.697325,4.0,3.0,11,3518,3C22,E,2024-09-19,2024-11-18,D12,64,3518,61,2660,4214,2227,61
403,后里,后里作業室,,,,,05,4162,3C22,E,2024-04-17,2024-05-19, ,28,4162,28,無,3209,4159,33
404,后里,后里作業室,,,,,06,3764,3C22,E,2024-05-20,2024-06-17, ,30,3764,28,無,4159,5246,29
405,后里,后里作業室,,,,,07,5041,3C22,E,2024-06-18,2024-07-16, ,29,5041,30,無,5246,4543,29
406,后里,后里作業室,,,,,08,5581,3C22,E,2024-07-17,2024-08-18, ,33,5581,29,無,4543,5289,33
407,后里,后里作業室,,,,,09,4931,3C22,E,2024-08-19,2024-09-18, ,33,4931,33,無,5289,5074,31
408,后里,后里作業室,,,,,10,3985,3C22,E,2024-09-19,2024-10-17, ,28,3985,33,無,5074,3564,29
409,后里,后里作業室,,,,,11,3455,3C22,E,2024-10-18,2024-11-18, ,30,3455,28,無,3564,2852,32
410,后里,后里作業室,,,,,12,2550,3C22,E,2024-11-19,2024-12-17, ,34,2550,30,無,2852,3385,29
411,后里,01F-166.4S,24.262647,120.691956,5.0,4.0,05,4144,GG24,E,2024-03-08,2024-05-09,D12,58,4144,60,3692,3844,3975,63
412,后里,01F-166.4S,24.262647,120.691956,5.0,4.0,07,4080,GG24,E,2024-05-10,2024-07-08,D12,62,4080,58,4045,3975,4065,60
413,后里,01F-166.4S,24.262647,120.691956,5.0,4.0,09,4302,GG24,E,2024-07-09,2024-09-09,D12,59,4302,62,4642,4065,3736,63
414,后里,01F-166.4S,24.262647,120.691956,5.0,4.0,11,4075,GG24,E,2024-09-10,2024-11-10,D12,66,4075,59,3704,3736,4307,62
415,后里,01F-169.9S,24.231536,120.686625,4.0,3.0,05,3800,H748,E,2024-03-04,2024-05-05,B21,57,3800,60,3083,3159,3548,63
416,后里,01F-169.9S,24.231536,120.686625,4.0,3.0,07,3567,H748,E,2024-05-06,2024-07-02,B21,62,3567,57,3244,3548,3504,58
417,后里,01F-169.9S,24.231536,120.686625,4.0,3.0,09,3898,H748,E,2024-07-03,2024-09-03,B21,59,3898,62,3666,3504,3503,63
418,后里,01F-169.9S,24.231536,120.686625,4.0,3.0,11,3625,H748,E,2024-09-04,2024-11-04,B21,67,3625,59,3079,3503,3609,62
419,后里,01F-157.2S,24.339147,120.72085,4.0,3.0,06,3339,GJ30,E,2024-04-18,2024-06-18,D12,61,3339,56,1819,2915,3125,62
420,后里,01F-157.2S,24.339147,120.72085,4.0,3.0,08,3463,GJ30,E,2024-06-19,2024-08-19,D12,64,3463,61,2166,3125,3390,62
421,后里,01F-157.2S,24.339147,120.72085,4.0,3.0,10,3310,GJ30,E,2024-08-20,2024-10-20,D12,58,3310,64,1934,3390,3107,62
422,后里,01F-157.2S,24.339147,120.72085,4.0,3.0,12,3014,GJ30,E,2024-10-21,2024-12-18,D12,68,3014,58,1643,3107,3557,59
423,員林,03F-206.6SN,24.070333,120.639711,4.0,3.0,06,3627,GP27,D,2024-04-02,2024-06-03,B21,59,3627,61,3557,3543,3560,63
424,員林,03F-206.6SN,24.070333,120.639711,4.0,3.0,08,3690,GP27,D,2024-06-04,2024-08-05,B21,61,3690,59,4147,3560,3665,63
425,員林,03F-206.6SN,24.070333,120.639711,4.0,3.0,10,3443,GP27,D,2024-08-06,2024-10-03,B21,63,3443,61,3826,3665,3653,59
426,員林,03F-206.6SN,24.070333,120.639711,4.0,3.0,12,3522,GP27,D,2024-10-04,2024-12-04,B21,62,3522,63,3512,3653,3415,62
427,員林,03F-207.8N,24.067958,120.651433,5.0,4.0,06,2494,GP22,B,2024-04-02,2024-06-03,B21,59,2494,61,3557,2384,2394,63
428,員林,03F-207.8N,24.067958,120.651433,5.0,4.0,08,2539,GP22,B,2024-06-04,2024-08-05,B21,61,2539,59,4147,2394,2415,63
429,員林,03F-207.8N,24.067958,120.651433,5.0,4.0,10,2359,GP22,B,2024-08-06,2024-10-03,B21,63,2359,61,3826,2415,2422,59
430,員林,03F-207.8N,24.067958,120.651433,5.0,4.0,12,2400,GP22,B,2024-10-04,2024-12-04,B21,62,2400,63,3512,2422,2316,62
431,員林,03F-207.9S,24.067778,120.652361,5.0,4.0,06,2561,GP22,B,2024-04-02,2024-06-03,B21,59,2561,61,3557,2428,2455,63
432,員林,03F-207.9S,24.067778,120.652361,5.0,4.0,08,2613,GP22,B,2024-06-04,2024-08-05,B21,61,2613,59,4147,2455,2511,63
433,員林,03F-207.9S,24.067778,120.652361,5.0,4.0,10,2422,GP22,B,2024-08-06,2024-10-03,B21,63,2422,61,3826,2511,2516,59
434,員林,03F-207.9S,24.067778,120.652361,5.0,4.0,12,2466,GP22,B,2024-10-04,2024-12-04,B21,62,2466,63,3512,2516,2364,62
435,員林,01F-190.6SN,24.113572,120.568131,4.0,3.0,06,3523,HA22,D,2024-03-27,2024-05-27,D12,61,3523,59,3082,3435,3452,62
436,員林,01F-190.6SN,24.113572,120.568131,4.0,3.0,08,4002,HA22,D,2024-05-28,2024-07-29,D12,60,4002,61,3754,3452,3607,63
437,員林,01F-190.6SN,24.113572,120.568131,4.0,3.0,10,3639,HA22,D,2024-07-30,2024-09-26,D12,62,3639,60,3731,3607,3543,59
438,員林,01F-190.6SN,24.113572,120.568131,4.0,3.0,12,3763,HA22,D,2024-09-27,2024-11-27,D12,62,3763,62,3396,3543,3532,62
439,后里,03F-171.0N,24.292881,120.601964,4.0,3.0,05,3601,GI25,D,2024-03-06,2024-05-07,B12,60,3601,58,無,3122,3245,63
440,后里,03F-171.0N,24.292881,120.601964,4.0,3.0,07,3373,GI25,D,2024-05-08,2024-07-04,B12,60,3373,60,無,3245,3510,58
441,后里,03F-171.0N,24.292881,120.601964,4.0,3.0,09,3726,GI25,D,2024-07-05,2024-09-05,B12,61,3726,60,無,3510,3577,63
442,后里,03F-171.0N,24.292881,120.601964,4.0,3.0,11,3486,GI25,D,2024-09-06,2024-11-06,B12,64,3486,61,無,3577,3592,62
443,后里,03F-173.9S,24.269464,120.590806,4.0,3.0,05,3435,GM32,D,2024-03-06,2024-05-07,B21,60,3435,58,2813,3172,3346,63
444,后里,03F-173.9S,24.269464,120.590806,4.0,3.0,07,2173,GM32,D,2024-05-08,2024-07-04,B21,60,2173,60,2848,3346,3398,58
445,后里,03F-173.9S,24.269464,120.590806,4.0,3.0,09,4561,GM32,D,2024-07-05,2024-09-05,B21,61,4561,60,3461,3398,3302,63
446,后里,03F-173.9S,24.269464,120.590806,4.0,3.0,11,3529,GM32,D,2024-09-06,2024-11-06,B21,64,3529,61,2901,3302,3466,62
447,員林,01F-177.4SN,24.184592,120.635611,4.0,3.0,06,1212,HR23,A,2024-04-10,2024-06-10,B13,59,*1212,56,2537,2532,3111,62
448,員林,01F-177.4SN,24.184592,120.635611,4.0,3.0,08,515,HR23,A,2024-06-11,2024-08-11,B13,62,*515,59,3382,3111,3043,62
449,員林,01F-177.4SN,24.184592,120.635611,4.0,3.0,10,3324,HR23,A,2024-08-12,2024-10-10,B13,62,*3324,62,3200,3043,1673,60
450,員林,01F-177.4SN,24.184592,120.635611,4.0,3.0,12,2530,HP25,A,2024-10-11,2024-12-10,B13,62,2530,62,2633,1673,3363,61
451,員林,03F-199.2N,24.102525,120.578747,4.0,3.0,06,4816,9N23,A,2024-03-25,2024-05-23,G08,59,4816,60,2363,4190,5242,60
452,員林,03F-199.2N,24.102525,120.578747,4.0,3.0,08,5099,9N23,A,2024-05-24,2024-07-25,G08,62,5099,59,2967,5242,4875,63
453,員林,03F-199.2N,24.102525,120.578747,4.0,3.0,10,4811,9N23,A,2024-07-26,2024-09-24,G08,62,4811,62,2658,4875,4716,61
454,員林,03F-199.2N,24.102525,120.578747,4.0,3.0,12,4831,9N23,A,2024-09-25,2024-11-25,G08,62,4831,62,2423,4716,4553,62
455,后里,03F-194.4S,24.119011,120.536692,4.0,3.0,06,2165,9K40,A,2024-03-26,2024-05-26,B21,61,2165,60,3083,2144,2231,62
456,后里,03F-194.4S,24.119011,120.536692,4.0,3.0,08,2434,9K40,A,2024-05-27,2024-07-28,B21,60,2434,61,3722,2231,2150,63
457,后里,03F-194.4S,24.119011,120.536692,4.0,3.0,10,2150,9K40,A,2024-07-29,2024-09-25,B21,62,2150,60,3658,2150,2233,59
458,后里,03F-194.4S,24.119011,120.536692,4.0,3.0,12,2261,9K40,A,2024-09-26,2024-11-26,B21,62,2261,62,3100,2233,2191,62
459,后里,03F-194.1N,24.120947,120.534547,4.0,3.0,06,2132,9K40,A,2024-03-26,2024-05-26,B21,61,2132,60,3083,2167,2311,62
460,后里,03F-194.1N,24.120947,120.534547,4.0,3.0,08,2633,9K40,A,2024-05-27,2024-07-28,B21,60,2633,61,3722,2311,2423,63
461,后里,03F-194.1N,24.120947,120.534547,4.0,3.0,10,2258,9K40,A,2024-07-29,2024-09-25,B21,62,2258,60,3658,2423,2307,59
462,后里,03F-194.1N,24.120947,120.534547,4.0,3.0,12,2264,9K40,A,2024-09-26,2024-11-26,B21,62,2264,62,3100,2307,2154,62
463,員林,01F-196.0SN,24.085622,120.52785,5.0,4.0,05,4243,IH21,A,2024-03-04,2024-05-05,G08,57,4243,60,3552,3471,3662,63
464,員林,01F-196.0SN,24.085622,120.52785,5.0,4.0,07,3919,IH21,A,2024-05-06,2024-07-02,G08,62,3919,57,3702,3662,4144,58
465,員林,01F-196.0SN,24.085622,120.52785,5.0,4.0,09,4415,IH21,A,2024-07-03,2024-09-03,G08,59,4415,62,4208,4144,3943,63
466,員林,01F-196.0SN,24.085622,120.52785,5.0,4.0,11,4131,IH21,A,2024-09-04,2024-11-04,G08,67,4131,59,3524,3943,4362,62
467,員林,01F-201.1SN,24.040639,120.522786,4.0,3.0,06,3639,IK40,B,2024-04-17,2024-06-17,G08,59,3639,56,1910,3294,3691,62
468,員林,01F-201.1SN,24.040639,120.522786,4.0,3.0,08,3832,IK40,B,2024-06-18,2024-08-18,G08,66,3832,59,2159,3691,3783,62
469,員林,01F-201.1SN,24.040639,120.522786,4.0,3.0,10,3812,IK40,B,2024-08-19,2024-10-17,G08,58,3812,66,2137,3783,3375,60
470,員林,01F-201.1SN,24.040639,120.522786,4.0,3.0,12,3514,IK40,B,2024-10-18,2024-12-17,G08,68,3514,58,1887,3375,3766,61
471,員林,01F-208.9SN,23.971794,120.506117,4.0,3.0,06,3528,ID21,E,2024-03-26,2024-05-26,G08,61,3528,60,1665,3569,3890,62
472,員林,01F-208.9SN,23.971794,120.506117,4.0,3.0,08,3667,IP29,B,2024-05-27,2024-07-28,G08,60,3667,61,1923,3890,3671,63
473,員林,01F-208.9SN,23.971794,120.506117,4.0,3.0,10,3456,IP29,B,2024-07-29,2024-09-25,G08,62,3456,60,1885,3671,3740,59
474,員林,01F-208.9SN,23.971794,120.506117,4.0,3.0,12,3655,IP29,B,2024-09-26,2024-11-26,G08,62,3655,62,1684,3740,3517,62
475,員林,01F-224.9SN,23.830569,120.484881,4.0,3.0,06,3350,IF28,E,2024-04-12,2024-06-12,G08,61,3350,56,4400,3030,3294,62
476,員林,01F-224.9SN,23.830569,120.484881,4.0,3.0,08,3535,IF28,E,2024-06-13,2024-08-13,G08,64,3535,61,4491,3294,3526,62
477,員林,01F-224.9SN,23.830569,120.484881,4.0,3.0,10,3466,IF28,E,2024-08-14,2024-10-14,G08,58,3466,64,3565,3526,3062,62
478,員林,01F-224.9SN,23.830569,120.484881,4.0,3.0,12,3146,IF28,E,2024-10-15,2024-12-12,G08,69,3146,58,4220,3062,3594,59
479,員林,01F-215.6SN,23.912769,120.49765,4.0,3.0,05,3268,IX33,F,2024-03-04,2024-05-05,G08,57,3268,60,981,2822,3235,63
480,員林,01F-215.6SN,23.912769,120.49765,4.0,3.0,07,3326,IX33,F,2024-05-06,2024-07-02,G08,62,3326,57,1208,3235,3386,58
481,員林,01F-215.6SN,23.912769,120.49765,4.0,3.0,09,3473,IX33,F,2024-07-03,2024-09-03,G08,59,3473,62,1473,3386,3170,63
482,員林,01F-215.6SN,23.912769,120.49765,4.0,3.0,11,3383,IX33,F,2024-09-04,2024-11-04,G08,67,3383,59,1294,3170,3461,62
483,員林,員林收費站,,,,,05,2831,IX32,F,2024-04-18,2024-05-20, ,28,2831,28,無,3045,3486,33
484,員林,員林收費站,,,,,06,2791,IX32,F,2024-05-21,2024-06-18, ,30,2791,28,無,3486,4071,29
485,員林,員林收費站,,,,,07,3408,IX32,F,2024-06-19,2024-07-17, ,31,3408,30,無,4071,3896,29
486,員林,員林收費站,,,,,08,3388,IX32,F,2024-07-18,2024-08-19, ,31,3388,31,無,3896,4243,33
487,員林,員林收費站,,,,,09,3369,IX32,F,2024-08-20,2024-09-19, ,33,3369,31,無,4243,3899,31
488,員林,員林收費站,,,,,10,2881,IX32,F,2024-09-20,2024-10-20, ,28,2881,33,無,3899,2399,31
489,員林,員林收費站,,,,,11,2429,IX32,F,2024-10-21,2024-11-19, ,30,2429,28,無,2399,2028,30
490,員林,員林收費站,,,,,12,1820,IX32,F,2024-11-20,2024-12-18, ,34,1820,30,無,2028,2081,29
491,新市,03F-289.9S,23.511683,120.486328,4.0,3.0,05,3224,JR27,B,2024-03-04,2024-05-05,G08,57,3224,60,1572,2822,3165,63
492,新市,03F-289.9S,23.511683,120.486328,4.0,3.0,07,3177,JR27,B,2024-05-06,2024-07-02,G08,62,3177,57,1667,3165,3155,58
493,新市,03F-289.9S,23.511683,120.486328,4.0,3.0,09,3211,JR27,B,2024-07-03,2024-09-03,G08,59,3211,62,1799,3155,3140,63
494,新市,03F-289.9S,23.511683,120.486328,4.0,3.0,11,3231,JR27,B,2024-09-04,2024-11-04,G08,67,3231,59,1468,3140,3132,62
495,新市,03F-292.3S,23.492078,120.494586,4.0,3.0,05,3524,JK24,H,2024-03-05,2024-05-06,G08,57,3524,58,無,3068,2945,63
496,新市,03F-292.3S,23.492078,120.494586,4.0,3.0,07,2984,JK24,H,2024-05-07,2024-07-03,G08,62,2984,57,無,2945,3396,58
497,新市,03F-292.3S,23.492078,120.494586,4.0,3.0,09,3155,JK24,H,2024-07-04,2024-09-04,G08,61,3155,62,無,3396,3157,63
498,新市,03F-292.3S,23.492078,120.494586,4.0,3.0,11,3156,JK24,H,2024-09-05,2024-11-05,G08,65,3156,61,無,3157,3719,62
499,新市,03F-298.5N,23.442486,120.4812,4.0,3.0,07,3076,JA33,H,2024-04-29,2024-06-26,G08,60,3076,61,無,3100,3331,59
500,新市,03F-298.5N,23.442486,120.4812,4.0,3.0,09,3249,JW31,E,2024-06-27,2024-08-28,G08,61,3249,60,無,3331,3237,63
501,新市,03F-298.5N,23.442486,120.4812,4.0,3.0,11,3224,JW31,E,2024-08-29,2024-10-29,G08,63,3224,61,無,3237,3205,62
502,新市,03F-298.5N,23.442486,120.4812,4.0,3.0,01,2808,JW31,E,2024-10-30,2024-12-26,G08,61,2808,63,無,3205,3030,58
503,新市,01F-251.4N,23.601989,120.435417,4.0,3.0,06,3564,JG32,A,2024-04-02,2024-06-03,B21,59,3564,61,2569,3428,3409,63
504,新市,01F-251.4N,23.601989,120.435417,4.0,3.0,08,3537,JG32,A,2024-06-04,2024-08-05,B21,61,3537,59,2939,3409,3308,63
505,新市,01F-251.4N,23.601989,120.435417,4.0,3.0,10,3363,JG32,A,2024-08-06,2024-10-03,B21,63,3363,61,2553,3308,3345,59
506,新市,01F-251.4N,23.601989,120.435417,4.0,3.0,12,3242,JG32,A,2024-10-04,2024-12-04,B21,62,3242,63,2426,3345,3254,62
507,新市,01F-267.4S,23.469403,120.3777,4.0,3.0,06,3430,JC28,H,2024-04-03,2024-06-04,G08,61,3430,56,無,3027,2943,63
508,新市,01F-267.4S,23.469403,120.3777,4.0,3.0,08,3505,JC28,H,2024-06-05,2024-08-06,G08,62,3505,61,無,2943,3804,63
509,新市,01F-267.4S,23.469403,120.3777,4.0,3.0,10,3781,JC28,H,2024-08-07,2024-10-06,G08,60,3781,62,無,3804,3433,61
510,新市,01F-267.4S,23.469403,120.3777,4.0,3.0,12,2985,JV33,D,2024-10-07,2024-12-05,G08,62,2985,60,無,3433,3166,60
511,新市,01F-271.4S,23.436367,120.361561,5.0,4.0,05,3885,JC21,F,2024-03-06,2024-05-07,G08,60,3885,58,無,3580,4011,63
512,新市,01F-271.4S,23.436367,120.361561,5.0,4.0,07,3490,JC21,F,2024-05-08,2024-07-04,G08,60,3490,60,無,4011,3791,58
513,新市,01F-271.4S,23.436367,120.361561,5.0,4.0,09,3791,JC21,F,2024-07-05,2024-09-05,G08,61,*3791,60,無,3791,3536,63
514,新市,01F-271.4S,23.436367,120.361561,5.0,4.0,11,3700,JC28,H,2024-09-06,2024-11-06,G08,64,3700,61,無,3536,3846,62
515,新市,01F-260.3N,23.526739,120.405583,4.0,3.0,05,3476,JP34,C,2024-03-08,2024-05-09,G08,58,3476,60,1348,2985,3514,63
516,新市,01F-260.3N,23.526739,120.405583,4.0,3.0,07,3318,JP34,C,2024-05-10,2024-07-08,G08,62,3318,58,1482,3514,3585,60
517,新市,01F-260.3N,23.526739,120.405583,4.0,3.0,09,3508,JP34,C,2024-07-09,2024-09-09,G08,59,3508,62,1924,3585,3154,63
518,新市,01F-260.3N,23.526739,120.405583,4.0,3.0,11,3363,JP34,C,2024-09-10,2024-11-10,G08,66,3363,59,1751,3154,1210,62
519,新市,03F-284.0S,23.558125,120.505061,4.0,3.0,06,3251,JN35,H,2024-04-12,2024-06-12,F02,61,3251,56,1714,2813,3056,62
520,新市,03F-284.0S,23.558125,120.505061,4.0,3.0,08,3338,JF23,A,2024-06-13,2024-08-13,F02,64,3338,61,1759,3056,3107,62
521,新市,03F-284.0S,23.558125,120.505061,4.0,3.0,10,3332,JN35,H,2024-08-14,2024-10-14,F02,58,3332,64,1778,3107,3004,62
522,新市,03F-284.0S,23.558125,120.505061,4.0,3.0,12,3125,JN35,H,2024-10-15,2024-12-12,F02,69,3125,58,1708,3004,3482,59
523,新市,01F-325.2N,22.991814,120.248175,4.0,3.0,05,3726,K517,B,2024-03-14,2024-05-15,B21,60,3726,58,1552,3350,3600,63
524,新市,01F-325.2N,22.991814,120.248175,4.0,3.0,07,3468,K517,B,2024-05-16,2024-07-14,B21,62,3468,60,1694,3600,3653,60
525,新市,01F-325.2N,22.991814,120.248175,4.0,3.0,09,3794,K517,B,2024-07-15,2024-09-15,B21,59,3794,62,1794,3653,3463,63
526,新市,01F-325.2N,22.991814,120.248175,4.0,3.0,11,3586,K517,B,2024-09-16,2024-11-14,B21,64,3586,59,1526,3463,3607,60
527,新市,01F-328.6N,22.960903,120.249822,4.0,3.0,05,3779,KH31,A,2024-03-06,2024-05-07,G09,60,3779,58,無,3477,3522,63
528,新市,01F-328.6N,22.960903,120.249822,4.0,3.0,07,3490,KH31,A,2024-05-08,2024-07-04,G09,60,3490,60,無,3522,3715,58
529,新市,01F-328.6N,22.960903,120.249822,4.0,3.0,09,3819,KH31,A,2024-07-05,2024-09-05,G09,61,3819,60,無,3715,3574,63
530,新市,01F-328.6N,22.960903,120.249822,4.0,3.0,11,3712,KH31,A,2024-09-06,2024-11-06,G09,64,3712,61,無,3574,3884,62
531,新市,01F-322.7N,23.014172,120.249997,4.0,3.0,05,3750,K517,B,2024-03-05,2024-05-06,B21,57,3750,58,1129,3765,3878,63
532,新市,01F-322.7N,23.014172,120.249997,4.0,3.0,07,3434,K517,B,2024-05-07,2024-07-03,B21,62,3434,57,1224,3878,4260,58
533,新市,01F-322.7N,23.014172,120.249997,4.0,3.0,09,3771,K517,B,2024-07-04,2024-09-04,B21,61,3771,62,1329,4260,3898,63
534,新市,01F-322.7N,23.014172,120.249997,4.0,3.0,11,3670,K517,B,2024-09-05,2024-11-05,B21,65,3670,61,1297,3898,3807,62
535,新市,01F-318.5N,23.051311,120.253025,4.0,3.0,06,3702,KY30,H,2024-04-02,2024-06-03,G08,59,3702,61,3581,3385,3357,63
